tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes
RUS,Russia,STATE_AKMOLINSK,12194,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=48776; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_ARKHANGELSK,59630,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=238520; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_ASTRAKHAN,66198,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=264795; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_BURYATIA,43896,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=175587; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_CHELYABINSK,81401,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=325607; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_CHERNIHIV,356070,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,8,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1424280; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_CHUVASHIA,138860,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=555443; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_DOBRUDJA,5415,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=21660; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_EAST_KARELIA,42253,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=169012; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_GALICH,186626,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=746504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_INGRIA,244065,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=976262; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_IRKUTSK,65340,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=261360; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_KALMYKIA,31440,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=125762; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_KAMCHATKA,1500,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=6000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_KAZAN,277390,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1109562; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_KHARKOV,739190,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,17,11,11,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2956760; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_KOLA,1568,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=6274; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_KOLYMA,10455,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=41821; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_KRASNOYARSK,49110,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=196440; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_KURSK,547478,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,13,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2189913; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_MOGILEV,156205,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=624822; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_MOSCOW,309825,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1239301; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_NENETSIA,7768,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=31074; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_NIZHNY_NOVGOROD,395733,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1582933; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_NOVGOROD,205029,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=820118; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_OB,1479,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=5917; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_OKHOTSK,2967,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=11870; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_ORYOL,839030,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,20,13,13,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3356122; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_PERM,194444,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=777777; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_PSKOV,176721,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=706885; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_RIGA,50095,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=200380; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_ROSTOV,157920,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=631680; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_RYAZAN,310793,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1243172; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_SMOLENSK,257435,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1029741; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_SURGUT,3014,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=12058; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_TAMBOV,661069,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,15,10,10,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2644279; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_TARTARIA,297323,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1189294; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_TOBOLSK,104261,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=417044; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_TOMSK,90450,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=361800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_TRANS_BAIKAL,48786,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=195147; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_TVER,308027,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1232108; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_UFA,92383,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=369535; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_UPPER_YENISEYSK,8797,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=35190; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_URAL,94451,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=377804; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_VITEBSK,102533,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=410133; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_VYATKA,378000,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1512000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_WEST_KARELIA,62250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=249000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_YAKUTSK,36689,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=146758; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RUS,Russia,STATE_YAROSLAVL,752523,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,18,12,12,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3010095; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
RWD,Rwanda,STATE_TANGANYIKA,130499,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,6,3,3,TECH,NO,MEDIUM_HIGH_STATIC,Total population=511996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
RYU,Ryukyu,STATE_RYUKYU_ISLANDS,48373,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=193495; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
SAK,Siak,STATE_ACEH,40908,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=156833; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
SAK,Siak,STATE_NORTH_SUMATRA,110362,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,4,2,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=415448; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
SAR,Sardinia-Piedmont,STATE_PIEDMONT,615997,YES,law_professional_army,1.0,church_law=-0.4,0.006000,3,10,3,7,LAW,NO,MEDIUM_HIGH_STATIC,Total population=2463988; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
SAR,Sardinia-Piedmont,STATE_PROVENCE,43050,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=172200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SAR,Sardinia-Piedmont,STATE_SARDINIA,131021,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=524084; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SAR,Sardinia-Piedmont,STATE_SAVOY,117200,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=468800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SAT,Satara,STATE_BOMBAY,185678,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,3,1,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=742713; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
SAX,Saxony,STATE_SAXONY,417875,YES,law_professional_army,1.0,NONE,0.010000,4,10,4,6,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1671500; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
SC1,Nueva España,STATE_BAJA_CALIFORNIA,5716,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=22864; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_BAJIO,237583,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=950333; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_CHIAPAS,36669,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=146677; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_CHIHUAHUA,40973,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=163895; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_COSTA_RICA,20998,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=83992; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_DURANGO,39249,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=156999; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_GUATEMALA,119101,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=476404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_GUERRERO,57830,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=231320; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_HONDURAS,97051,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=388204; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_JALISCO,297540,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1190161; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_MEXICO,452772,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1811090; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_NEW_MEXICO,11449,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=45796; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_NICARAGUA,72000,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=288000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_OAXACA,119918,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=479674; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_RIO_GRANDE,56125,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=224503; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_SAN_SALVADOR,107051,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=428204; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_SINALOA,33735,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=134941; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
SC1,Nueva España,STATE_SONORA,28181,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=112724; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
