tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes,true_native_formula_rate,true_native_raw,true_native_max_capacity,r1_allocated
POR,Portugal,STATE_SUNDA_ISLANDS,22048,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=88192; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.881920,1,0
POR,Portugal,STATE_ZAMBEZIA,97100,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=388400; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.884000,4,0
PRK,Perak,STATE_MALAYA,37250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,4,0,4,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=147000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,1.490000,2,2
PRU,Prussia,STATE_ANHALT,345848,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,48,2,46,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1383392; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,3.458480,4,4
PRU,Prussia,STATE_BRANDENBURG,407876,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1631504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,4.078760,5,5
PRU,Prussia,STATE_BRUNSWICK,28000,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=112000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.280000,1,1
PRU,Prussia,STATE_EAST_PRUSSIA,214598,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=859792; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,2.145980,3,3
PRU,Prussia,STATE_LOWER_SILESIA,479790,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1919162; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,4.797900,5,5
PRU,Prussia,STATE_NORTH_RHINE,253932,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1015728; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,2.539320,3,3
PRU,Prussia,STATE_POMERANIA,286950,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1147800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,2.869500,3,3
PRU,Prussia,STATE_RHINELAND,189098,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=756392; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,1.890980,2,2
PRU,Prussia,STATE_RUHR,214072,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=856288; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,2.140720,3,3
PRU,Prussia,STATE_UPPER_SILESIA,183965,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=735861; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,1.839650,2,2
PRU,Prussia,STATE_WESTPHALIA,319707,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1278830; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,3.197070,4,4
PRU,Prussia,STATE_WEST_PRUSSIA,198901,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=797004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,1.989010,2,2
PUD,Pudukottai,STATE_MADRAS,2203535,YES,law_professional_army,1.0,church_law=-0.4,0.006000,13,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=8569817; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,22.035350,23,3
QUE,Quebec,STATE_QUEBEC,138800,YES,law_peasant_levies,1.0,NONE,0.040000,5,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=555200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.552000,6,0
RUS,Russia,STATE_AKMOLINSK,12194,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=48776; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.487760,1,0
RUS,Russia,STATE_ARKHANGELSK,59630,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=238520; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.385200,3,0
RUS,Russia,STATE_ASTRAKHAN,66198,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=264795; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.647920,3,0
RUS,Russia,STATE_BURYATIA,43896,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=175587; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.755840,2,0
RUS,Russia,STATE_CHELYABINSK,81401,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=325607; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.256040,4,0
RUS,Russia,STATE_CHERNIHIV,356070,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,8,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1424280; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,14.242800,15,0
RUS,Russia,STATE_CHUVASHIA,138860,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=555443; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.554400,6,0
RUS,Russia,STATE_DOBRUDJA,5415,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=21660; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.216600,1,0
RUS,Russia,STATE_EAST_KARELIA,42253,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=169012; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.690120,2,0
RUS,Russia,STATE_GALICH,186626,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=746504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.465040,8,0
RUS,Russia,STATE_INGRIA,244065,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=976262; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,9.762600,10,0
RUS,Russia,STATE_IRKUTSK,65340,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=261360; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.613600,3,0
RUS,Russia,STATE_KALMYKIA,31440,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=125762; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.257600,2,0
RUS,Russia,STATE_KAMCHATKA,1500,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=6000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.060000,1,0
RUS,Russia,STATE_KAZAN,277390,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1109562; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,11.095600,12,0
RUS,Russia,STATE_KHARKOV,739190,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,17,11,11,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2956760; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,29.567600,25,25
RUS,Russia,STATE_KOLA,1568,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=6274; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.062720,1,0
RUS,Russia,STATE_KOLYMA,10455,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=41821; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.418200,1,0
RUS,Russia,STATE_KRASNOYARSK,49110,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=196440; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.964400,2,0
RUS,Russia,STATE_KURSK,547478,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,13,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2189913; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,21.899120,22,20
RUS,Russia,STATE_MOGILEV,156205,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=624822; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.248200,7,0
RUS,Russia,STATE_MOSCOW,309825,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1239301; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,12.393000,13,0
RUS,Russia,STATE_NENETSIA,7768,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=31074; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.310720,1,0
RUS,Russia,STATE_NIZHNY_NOVGOROD,395733,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1582933; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,15.829320,16,0
RUS,Russia,STATE_NOVGOROD,205029,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=820118; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.201160,9,0
RUS,Russia,STATE_OB,1479,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=5917; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.059160,1,0
RUS,Russia,STATE_OKHOTSK,2967,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=11870; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.118680,1,0
RUS,Russia,STATE_ORYOL,839030,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,20,13,13,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3356122; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,33.561200,25,25
RUS,Russia,STATE_PERM,194444,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=777777; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.777760,8,0
RUS,Russia,STATE_PSKOV,176721,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=706885; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.068840,8,0
RUS,Russia,STATE_RIGA,50095,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=200380; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.003800,3,0
RUS,Russia,STATE_ROSTOV,157920,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=631680; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.316800,7,0
RUS,Russia,STATE_RYAZAN,310793,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1243172; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,12.431720,13,0
RUS,Russia,STATE_SMOLENSK,257435,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1029741; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,10.297400,11,0
RUS,Russia,STATE_SURGUT,3014,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=12058; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.120560,1,0
RUS,Russia,STATE_TAMBOV,661069,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,15,10,10,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2644279; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,26.442760,25,25
RUS,Russia,STATE_TARTARIA,297323,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1189294; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,11.892920,12,0
RUS,Russia,STATE_TOBOLSK,104261,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=417044; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.170440,5,0
RUS,Russia,STATE_TOMSK,90450,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=361800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.618000,4,0
RUS,Russia,STATE_TRANS_BAIKAL,48786,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=195147; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.951440,2,0
RUS,Russia,STATE_TVER,308027,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1232108; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,12.321080,13,0
RUS,Russia,STATE_UFA,92383,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=369535; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.695320,4,0
RUS,Russia,STATE_UPPER_YENISEYSK,8797,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=35190; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.351880,1,0
RUS,Russia,STATE_URAL,94451,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=377804; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.778040,4,0
RUS,Russia,STATE_VITEBSK,102533,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=410133; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.101320,5,0
RUS,Russia,STATE_VYATKA,378000,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1512000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,15.120000,16,0
RUS,Russia,STATE_WEST_KARELIA,62250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=249000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.490000,3,0
RUS,Russia,STATE_YAKUTSK,36689,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=146758; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.467560,2,0
RUS,Russia,STATE_YAROSLAVL,752523,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,18,12,12,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3010095; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,30.100920,25,25
RWD,Rwanda,STATE_TANGANYIKA,130499,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,6,3,3,TECH,NO,MEDIUM_HIGH_STATIC,Total population=511996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,5.219960,6,6
RYU,Ryukyu,STATE_RYUKYU_ISLANDS,48373,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=193495; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.934920,2,0
SAK,Siak,STATE_ACEH,40908,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=156833; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.636320,2,0
SAK,Siak,STATE_NORTH_SUMATRA,110362,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,4,2,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=415448; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,4.414480,5,4
SAR,Sardinia-Piedmont,STATE_PIEDMONT,615997,YES,law_professional_army,1.0,church_law=-0.4,0.006000,3,10,3,7,LAW,NO,MEDIUM_HIGH_STATIC,Total population=2463988; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,6.159970,7,7
SAR,Sardinia-Piedmont,STATE_PROVENCE,43050,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=172200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.430500,1,0
