TAG,Country,Audit_Region,Research_Region,Research_Coverage,Current_Tier,Regional_Tier_Action,Synthesis_Strategy,Recommended_Tier,Current_Tech_Count,Final_Tech_Count,ADD_Count,REMOVE_Count,Review_Present_Kept_Count,Review_Absent_Left_Absent_Count,ADD_Technologies,REMOVE_Technologies,Tier_Derived_REMOVEs,Explicit_REMOVEs,Final_Technologies,Source_File,Synthesis_Note,Post_Tier_Change_Explicit_Adds,Post_Tier_Change_Tier_Removals
MSK,Maseko,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\msk - maseko.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MSN,Massina,West Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,6,6,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\msn - massina.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MST,Mecklenburg-Strelitz,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/mst - mecklenburg-strelitz.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MTB,Ndebele,East Africa,AFRICA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\mtb - matabele.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MTP,Mutapa,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\mtp - mutapa.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MUG,Hindustan,North India,SOUTH_ASIA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,6,8,3,1,0,3,international_relations;traditional_food_processing;traditional_papermaking,shaft_mining,shaft_mining,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;traditional_food_processing;traditional_papermaking;urbanization,common/history/countries/mug - mughals.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MYB,Mayurbhanj,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,1,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\myb - mayurbhanj.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MYS,Mysore,South India,SOUTH_ASIA,MATRIX,tier_5,REVIEW_TIER,KEEP_TIER_AND_PATCH,,6,13,7,0,1,8,distillation;international_relations;light_infantry_tactics;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;traditional_food_processing,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;urbanization,common/history/countries/mys - mysore.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MZB,Mzab,North Africa,AFRICA,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\mzb - mzab.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NAG,Nagpur,North India,SOUTH_ASIA,MATRIX,tier_5,REVIEW_TIER,KEEP_TIER_AND_PATCH,,6,6,0,0,1,0,,,,,codified_practical_knowledge;improved_husbandry;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,common/history/countries/nag - nagpur.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NAM,Nama,Southern Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\nam - nama.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NAR,Narsinghpur,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,1,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\nar - narsinghpur.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NAS,Nassau,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/nas - nassau.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NAW,Nawanagar,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,1,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\naw - nawanagar.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NBB,Nejd,Arabia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,1,,,,,improved_husbandry;urbanization,common/history/countries/nbb - nejd decentralized.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NBS,New Brunswick,Atlantic Coast,AMERICAS_CARIBBEAN,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,13,8,0,5,3,0,,codified_practical_knowledge;institutionalized_scientific_exchange;regulated_small_arms;shaft_mining;standardized_field_artillery,codified_practical_knowledge;regulated_small_arms;shaft_mining;standardized_field_artillery,institutionalized_scientific_exchange,colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;systematic_administrative_statistics;urbanization,common/history/countries/nbs - new brunswick.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NEJ,Nejd,Arabia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,6,4,0,2,0,1,,shaft_mining;systematic_administrative_statistics,shaft_mining;systematic_administrative_statistics,,codified_practical_knowledge;improved_husbandry;organized_textile_production;urbanization,common/history/countries/nej - nejd.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NEP,Nepal,Himalayas,SOUTH_ASIA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,6,7,2,1,0,2,international_relations;scientific_fortification_siegecraft,shaft_mining,shaft_mining,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;scientific_fortification_siegecraft;systematic_administrative_statistics;urbanization,common/history/countries/nep - nepal.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NET,Netherlands,Western Europe,WESTERN_EUROPE,MATRIX,tier_4,KEEP_TIER,KEEP_TIER_AND_PATCH,,13,23,10,0,0,1,commercial_insurance_markets;enclosed_dock_systems;industrial_canals;institutionalized_public_credit;institutionalized_scientific_exchange;periodical_print_networks;scientific_naval_architecture;state_dockyard_systems;stock_exchange;traditional_papermaking,,,,codified_practical_knowledge;colonization;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;industrial_canals;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;periodical_print_networks;regulated_small_arms;scientific_naval_architecture;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;stock_exchange;systematic_administrative_statistics;traditional_papermaking;urbanization,common/history/countries/net - netherlands.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NGA,Naga,North India,SOUTH_ASIA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,2,1,0,1,0,0,,urbanization,urbanization,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\nga - naga.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NNG,Noongar,Oceania,OCEANIA_PACIFIC,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,2,2,1,1,1,0,traditional_food_processing,urbanization,urbanization,,improved_husbandry;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\nng - noongar.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NOR,Norway,Northern Europe,NORTHERN_EASTERN_EUROPE,MATRIX,tier_4,KEEP_TIER,KEEP_TIER_AND_PATCH,tier_4,12,18,6,0,0,2,applied_mineralogy;institutionalized_scientific_exchange;periodical_print_networks;scientific_fortification_siegecraft;state_dockyard_systems;systematic_population_registration,,,,applied_mineralogy;codified_practical_knowledge;distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;periodical_print_networks;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;systematic_population_registration;urbanization,common/history/countries/nor - norway.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NPU,North Peru,The Andes,AMERICAS_CARIBBEAN,MATRIX,tier_3,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,16,14,0,2,5,0,,coke_smelting;specialized_technical_academies,coke_smelting;specialized_technical_academies,,applied_mineralogy;codified_practical_knowledge;commercial_insurance_markets;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/npu - north peru.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NRU,Nauru,Oceania,OCEANIA_PACIFIC,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,1,traditional_food_processing,,,,traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\nru - nauru.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NSW,New South Wales,Oceania,OCEANIA_PACIFIC,MATRIX,tier_2,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,19,3,0,16,2,0,,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;institutionalized_public_credit;institutionalized_scientific_exchange;organized_forestry;organized_textile_production;periodical_print_networks;precision_boring;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_papermaking,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;institutionalized_public_credit;institutionalized_scientific_exchange;organized_forestry;organized_textile_production;periodical_print_networks;precision_boring;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_papermaking,,improved_husbandry;international_relations;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\nsw - new south wales.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NTO,Ngāti Toa,Oceania,OCEANIA_PACIFIC,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,6,4,1,3,2,1,traditional_food_processing,codified_practical_knowledge;shaft_mining;systematic_administrative_statistics,codified_practical_knowledge;shaft_mining;systematic_administrative_statistics,,improved_husbandry;organized_textile_production;traditional_food_processing;urbanization,C:\Games\Victoria 3\game\common\history\countries\nto - ngati toa.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NTU,Ngāi Tahu,Oceania,OCEANIA_PACIFIC,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,6,4,1,3,2,1,traditional_food_processing,codified_practical_knowledge;shaft_mining;systematic_administrative_statistics,codified_practical_knowledge;shaft_mining;systematic_administrative_statistics,,improved_husbandry;organized_textile_production;traditional_food_processing;urbanization,C:\Games\Victoria 3\game\common\history\countries\ntu - ngai tahu.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NUE,Nuer,Nile Basin,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\nue - nuer.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NVJ,Navajo,Pacific Coast,AMERICAS_CARIBBEAN,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\nvj - navajo.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NVS,Nova Scotia,Atlantic Coast,AMERICAS_CARIBBEAN,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,13,12,1,2,3,0,scientific_fortification_siegecraft,codified_practical_knowledge;shaft_mining,codified_practical_knowledge;shaft_mining,,colonization;distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/nvs - nova scotia.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
NYM,Unyamwezi,East Africa,AFRICA,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\nym - unyamwezi.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
NYP,Ngumpin-Yapa,Oceania,OCEANIA_PACIFIC,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,2,2,1,1,1,0,traditional_food_processing,urbanization,urbanization,,improved_husbandry;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\nyp - ngumpin-yapa.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
